fid;NM2;NM3;NM4;NM5;x;y
2458;Banskobystrický;Rimavská Sobota;Tisovec;Rimavská Píla;19.93339985;48.64803796
2459;Banskobystrický;Rimavská Sobota;Rimavská Seč;Rimavská Seč;20.23497816;48.29632446
2460;Banskobystrický;Rimavská Sobota;Rimavská Sobota;Rimavská Sobota;20.01778406;48.38074746
2461;Banskobystrický;Rimavská Sobota;Rimavská Sobota;Tomášová;19.98599234;48.36661307
2462;Banskobystrický;Rimavská Sobota;Rimavské Brezovo;Rimavské Brezovo;19.96402507;48.54288547
2463;Banskobystrický;Rimavská Sobota;Rimavské Janovce;Rimavské Janovce;20.06181145;48.34542305
2464;Banskobystrický;Rimavská Sobota;Rimavské Zalužany;Príboj;19.95090904;48.49593228
2465;Banskobystrický;Rimavská Sobota;Rimavské Zalužany;Rimavské Zalužany;19.92956433;48.4990872
2481;Banskobystrický;Rimavská Sobota;Rovné;Ratkovská Zdychava;20.01550942;48.61136488
2482;Banskobystrický;Rimavská Sobota;Rovné;Rovné;20.04522621;48.5860662
2508;Banskobystrický;Rimavská Sobota;Rumince;Rumince;20.27579482;48.36809681
2640;Banskobystrický;Rimavská Sobota;Slizké;Slizké;20.08135939;48.51792772
2708;Banskobystrický;Rimavská Sobota;Stará Bašta;Stará Bašta;19.93517918;48.18893889
2736;Banskobystrický;Rimavská Sobota;Stránska;Stránska;20.27257216;48.40213518
2758;Banskobystrický;Rimavská Sobota;Studená;Studená;19.96241691;48.16006024
2782;Banskobystrický;Rimavská Sobota;Sútor;Sútor;20.11956365;48.35807102
2846;Banskobystrický;Rimavská Sobota;Šimonovce;Šimonovce;20.12112139;48.27871321
2854;Banskobystrický;Rimavská Sobota;Širkovce;Širkovce;20.08886672;48.28303567
2863;Banskobystrický;Rimavská Sobota;Španie Pole;Španie Pole;20.13220867;48.52578683
2881;Banskobystrický;Rimavská Sobota;Štrkovec;Štrkovec;20.33410627;48.35927197
2904;Banskobystrický;Rimavská Sobota;Tachty;Tachty;19.9280266;48.14262321
2927;Banskobystrický;Rimavská Sobota;Teplý Vrch;Teplý Vrch;20.10346197;48.47303493
2942;Banskobystrický;Rimavská Sobota;Tisovec;Tisovec;19.91572937;48.70685221
2950;Banskobystrický;Rimavská Sobota;Tomášovce;Tomášovce;20.13875662;48.38831109
3082;Banskobystrický;Rimavská Sobota;Rakytník;Rakytník;20.18207807;48.39977829
3083;Banskobystrický;Rimavská Sobota;Uzovská Panica;Uzovská Panica;20.14837851;48.41744957
3114;Banskobystrický;Rimavská Sobota;Včelince;Včelince;20.31106926;48.38197406
3115;Banskobystrický;Rimavská Sobota;Večelkov;Večelkov;19.919723;48.1596173
3173;Banskobystrický;Rimavská Sobota;Veľké Teriakovce;Malé Teriakovce;19.98568751;48.4359813
3174;Banskobystrický;Rimavská Sobota;Nižný Skálnik;Nižný Skálnik;19.98017635;48.45980751
3175;Banskobystrický;Rimavská Sobota;Veľké Teriakovce;Veľké Teriakovce;19.95359912;48.42478963
3176;Banskobystrický;Rimavská Sobota;Veľké Teriakovce;Vrbovce nad Rimavou;19.94375812;48.4470073
3189;Banskobystrický;Rimavská Sobota;Veľký Blh;Vyšný Blh;20.13080343;48.45829743
3190;Banskobystrický;Rimavská Sobota;Veľký Blh;Nižný Blh;20.10162043;48.42415333
3218;Banskobystrický;Rimavská Sobota;Vieska nad Blhom;Vieska nad Blhom;20.19338069;48.35044034
3260;Banskobystrický;Rimavská Sobota;Vlkyňa;Vlkyňa;20.29186762;48.27887555
3322;Banskobystrický;Rimavská Sobota;Rimavská Sobota;Vyšná Pokoradz;20.01204027;48.43100311
3337;Banskobystrický;Rimavská Sobota;Vyšné Valice;Gregorovce;20.18688447;48.44450322
3338;Banskobystrický;Rimavská Sobota;Vyšné Valice;Vyšné Valice;20.17789452;48.46834061
3349;Banskobystrický;Rimavská Sobota;Vyšný Skálnik;Vyšný Skálnik;19.96518874;48.47500786
3360;Banskobystrický;Rimavská Sobota;Zádor;Zádor;20.25072785;48.32150762
3370;Banskobystrický;Rimavská Sobota;Zacharovce;Zacharovce;20.05619094;48.40770652
3499;Banskobystrický;Rimavská Sobota;Žíp;Žíp;20.19320759;48.36016339
47;Banskobystrický;Veľký Krtíš;Balog nad Ipľom;Balog nad Ipľom;19.12693274;48.08075854
89;Banskobystrický;Veľký Krtíš;Bátorová;Bátorová;19.28056866;48.13548841
273;Banskobystrický;Veľký Krtíš;Brusník;Brusník;19.41649368;48.30564047
300;Banskobystrický;Veľký Krtíš;Bušince;Bušince;19.49473492;48.17956813
373;Banskobystrický;Veľký Krtíš;Čebovce;Čebovce;19.22840605;48.20523547
380;Banskobystrický;Veľký Krtíš;Čeláre;Čeláre;19.4804999;48.13705155
382;Banskobystrický;Veľký Krtíš;Čelovce;Čelovce;19.12210848;48.19540917
396;Banskobystrický;Veľký Krtíš;Červeňany;Červeňany;19.38293793;48.37956975
436;Banskobystrický;Veľký Krtíš;Dačov Lom;Horný Dačov Lom;19.24158775;48.329451
437;Banskobystrický;Veľký Krtíš;Dačov Lom;Dolný Dačov Lom;19.26492528;48.29246465
500;Banskobystrický;Veľký Krtíš;Dolinka;Dolinka;19.16186975;48.09499914
510;Banskobystrický;Veľký Krtíš;Dolná Strehová;Dolná Strehová;19.49269718;48.24698451
528;Banskobystrický;Veľký Krtíš;Dolné Plachtince;Dolné Plachtince;19.31265535;48.19750753
532;Banskobystrický;Veľký Krtíš;Dolné Strháre;Dolné Strháre;19.38437998;48.25789837
631;Banskobystrický;Veľký Krtíš;Ďurkovce;Ďurkovce;19.16165782;48.14176448
694;Banskobystrický;Veľký Krtíš;Glabušovce;Glabušovce;19.45329285;48.15383128
817;Banskobystrický;Veľký Krtíš;Horná Strehová;Horná Strehová;19.43791195;48.28214296
838;Banskobystrický;Veľký Krtíš;Horné Plachtince;Horné Plachtince;19.25775431;48.25042107
843;Banskobystrický;Veľký Krtíš;Horné Strháre;Horné Strháre;19.34888478;48.27016567
934;Banskobystrický;Veľký Krtíš;Hrušov;Hrušov;19.08807665;48.1679588
985;Banskobystrický;Veľký Krtíš;Chrastince;Chrastince;19.2407944;48.09423046
992;Banskobystrický;Veľký Krtíš;Chrťany;Chrťany;19.45613856;48.29482592
1013;Banskobystrický;Veľký Krtíš;Ipeľské Predmostie;Ipeľské Predmostie;19.04364507;48.08004094
1150;Banskobystrický;Veľký Krtíš;Kamenné Kosihy;Kamenné Kosihy;19.18926269;48.1335135
1178;Banskobystrický;Veľký Krtíš;Kiarov;Kiarov;19.41918401;48.11196598
1190;Banskobystrický;Veľký Krtíš;Kleňany;Kleňany;19.07009875;48.12494806
1234;Banskobystrický;Veľký Krtíš;Koláre;Koláre;19.24172629;48.06833203
1268;Banskobystrický;Veľký Krtíš;Kosihovce;Kosihovce;19.20559799;48.19664368
1269;Banskobystrický;Veľký Krtíš;Kosihy nad Ipľom;Kosihy nad Ipľom;19.17615818;48.08047491
1321;Banskobystrický;Veľký Krtíš;Kováčovce;Kováčovce;19.45966851;48.10816452
1508;Banskobystrický;Veľký Krtíš;Lesenice;Lesenice;19.23892874;48.11193464
1616;Banskobystrický;Veľký Krtíš;Ľuboriečka;Ľuboriečka;19.53078519;48.26167319
1675;Banskobystrický;Veľký Krtíš;Malá Čalomija;Malá Čalomija;19.2247957;48.08566608
1712;Banskobystrický;Veľký Krtíš;Malé Straciny;Malé Straciny;19.41640425;48.20702558
1717;Banskobystrický;Veľký Krtíš;Malé Zlievce;Malé Zlievce;19.44435065;48.17963691
1727;Banskobystrický;Veľký Krtíš;Malý Krtíš;Malý Krtíš;19.36273676;48.18902416
1831;Banskobystrický;Veľký Krtíš;Modrý Kameň;Modrý Kameň;19.32169919;48.25339155
1868;Banskobystrický;Veľký Krtíš;Muľa;Muľa;19.5242098;48.21188499
1914;Banskobystrický;Veľký Krtíš;Nenince;Nenince;19.25844124;48.1475097
2008;Banskobystrický;Veľký Krtíš;Nová Ves;Nová Ves;19.37389372;48.17453573
2032;Banskobystrický;Veľký Krtíš;Obeckov;Obeckov;19.32165116;48.16804218
2061;Banskobystrický;Veľký Krtíš;Olováry;Olováry;19.41376807;48.15416555
2080;Banskobystrický;Veľký Krtíš;Opatovská Nová Ves;Opatovská Nová Ves;19.2678001;48.11927094
2082;Banskobystrický;Veľký Krtíš;Opava;Opava;19.17430717;48.20973942
2306;Banskobystrický;Veľký Krtíš;Pôtor;Pôtor;19.41478075;48.23553665
2307;Banskobystrický;Veľký Krtíš;Pôtor;Žihľava;19.44839177;48.22522901
2323;Banskobystrický;Veľký Krtíš;Pravica;Pravica;19.45192017;48.32712041
2336;Banskobystrický;Veľký Krtíš;Príbelce;Dolné Príbelce;19.26398913;48.20194593
2337;Banskobystrický;Veľký Krtíš;Príbelce;Horné Príbelce;19.25838237;48.18360825
2341;Banskobystrický;Veľký Krtíš;Senné;Príboj;19.42224007;48.33255006
2555;Banskobystrický;Veľký Krtíš;Sečianky;Sečianky;19.07179895;48.10162669
2566;Banskobystrický;Veľký Krtíš;Seľany;Seľany;19.19629907;48.15819448
2569;Banskobystrický;Veľký Krtíš;Dolné Strháre;Selce;19.37600403;48.22882372
2579;Banskobystrický;Veľký Krtíš;Senné;Senné;19.39509672;48.31240893
2607;Banskobystrický;Veľký Krtíš;Sklabiná;Sklabiná;19.34931748;48.15159106
2649;Banskobystrický;Veľký Krtíš;Slovenské Ďarmoty;Slovenské Ďarmoty;19.28284135;48.09180068
2650;Banskobystrický;Veľký Krtíš;Slovenské Kľačany;Slovenské Kľačany;19.43000026;48.26442923
2747;Banskobystrický;Veľký Krtíš;Stredné Plachtince;Stredné Plachtince;19.28462382;48.23279122
2772;Banskobystrický;Veľký Krtíš;Sucháň;Sucháň;19.22371632;48.29950394
2774;Banskobystrický;Veľký Krtíš;Suché Brezovo;Suché Brezovo;19.35908592;48.30462043
2853;Banskobystrický;Veľký Krtíš;Širákov;Širákov;19.17077875;48.15733662
2887;Banskobystrický;Veľký Krtíš;Šuľa;Šuľa;19.40875769;48.35855268
2975;Banskobystrický;Veľký Krtíš;Trebušovce;Trebušovce;19.19833776;48.11672584
3122;Banskobystrický;Veľký Krtíš;Veľká Čalomija;Veľká Čalomija;19.20106636;48.08020174
3141;Banskobystrický;Veľký Krtíš;Veľká Ves nad Ipľom;Veľká Ves nad Ipľom;19.07732321;48.08705936
3172;Banskobystrický;Veľký Krtíš;Veľké Straciny;Veľké Straciny;19.39812208;48.19486041
3185;Banskobystrický;Veľký Krtíš;Veľké Zlievce;Veľké Zlievce;19.4666517;48.20178207
3203;Banskobystrický;Veľký Krtíš;Veľký Krtíš;Veľký Krtíš;19.34952663;48.21230633
3205;Banskobystrický;Veľký Krtíš;Veľký Lom;Veľký Lom;19.37094564;48.33628207
3217;Banskobystrický;Veľký Krtíš;Vieska;Vieska;19.46257163;48.25609822
3223;Banskobystrický;Veľký Krtíš;Vinica;Vinica;19.12259202;48.12242907
3291;Banskobystrický;Veľký Krtíš;Vrbovka;Vrbovka;19.3868196;48.09820002
3363;Banskobystrický;Veľký Krtíš;Záhorce;Záhorce;19.32351993;48.11191938
3386;Banskobystrický;Veľký Krtíš;Závada;Závada;19.48480465;48.29720065
3453;Banskobystrický;Veľký Krtíš;Zombor;Zombor;19.45014789;48.13756322
3484;Banskobystrický;Veľký Krtíš;Želovce;Želovce;19.36702631;48.12908449
23;Banskobystrický;Zvolen;Babiná;Babiná;19.06878788;48.4359014
28;Banskobystrický;Zvolen;Bacúrov;Bacúrov;19.04944759;48.51937064
250;Banskobystrický;Zvolen;Breziny;Breziny;19.08644551;48.51050991
282;Banskobystrický;Zvolen;Budča;Budča;19.0563454;48.57605802
327;Banskobystrický;Zvolen;Bzovská Lehôtka;Bzovská Lehôtka;19.13202229;48.40337938
489;Banskobystrický;Zvolen;Dobrá Niva;Dobrá Niva;19.08801794;48.47434687
603;Banskobystrický;Zvolen;Dubové;Dubové;19.02886865;48.49848478
924;Banskobystrický;Zvolen;Hronská Breznica;Hronská Breznica;18.9962608;48.55513846
1319;Banskobystrický;Zvolen;Kováčová;Kováčová;19.08752727;48.60545863
1343;Banskobystrický;Zvolen;Zvolen;Kráľová;19.18365294;48.50247068
1512;Banskobystrický;Zvolen;Lešť (vojenský obvod);Lešť;19.30983122;48.34869447
1513;Banskobystrický;Zvolen;Lešť (vojenský obvod);Lažteky;19.20327396;48.39066538
1514;Banskobystrický;Zvolen;Lešť (vojenský obvod);Podjavorie;19.25930778;48.41951505
1515;Banskobystrický;Zvolen;Lešť (vojenský obvod);Vidov Vrch;19.26839696;48.34688204
1528;Banskobystrický;Zvolen;Lieskovec;Lieskovec;19.1934431;48.58388271
1644;Banskobystrický;Zvolen;Lukavica;Lukavica;19.21135671;48.64563655
1648;Banskobystrický;Zvolen;Zvolen;Lukové;19.20039222;48.60409337
1790;Banskobystrický;Zvolen;Michalková;Michalková;19.14088946;48.51475768
2041;Banskobystrický;Zvolen;Očová;Očová;19.35048632;48.6198258
2115;Banskobystrický;Zvolen;Ostrá Lúka;Ostrá Lúka;19.05183215;48.54362561
2218;Banskobystrický;Zvolen;Pliešovce;Pliešovce;19.18341363;48.42271011
2257;Banskobystrický;Zvolen;Podzámčok;Podzámčok;19.11495806;48.50971933
2544;Banskobystrický;Zvolen;Sliač;Sampor;19.20397792;48.62713034
2547;Banskobystrický;Zvolen;Sása;Sása;19.15003778;48.45036956
2586;Banskobystrický;Zvolen;Sielnica;Sielnica;19.08530754;48.65046139
2622;Banskobystrický;Zvolen;Zvolenská Slatina;Slatinka;19.22800156;48.5328883
2635;Banskobystrický;Zvolen;Sliač;Hájniky;19.07860176;48.62939107
2636;Banskobystrický;Zvolen;Sliač;Rybáre;19.15781003;48.61076195
2995;Banskobystrický;Zvolen;Tŕnie;Budička;19.01502301;48.59984093
2996;Banskobystrický;Zvolen;Tŕnie;Kašova Lehôtka;19.03575199;48.6201088
2997;Banskobystrický;Zvolen;Tŕnie;Tŕnie;19.02449477;48.59850718
3044;Banskobystrický;Zvolen;Turová;Turová;19.05706637;48.60280485
3134;Banskobystrický;Zvolen;Veľká Lúka;Veľká Lúka;19.17360656;48.63084848
3371;Banskobystrický;Zvolen;Pliešovce;Zaježová;19.23330508;48.4615165
3452;Banskobystrický;Zvolen;Zvolen;Zolná;19.23521639;48.60976642
3459;Banskobystrický;Zvolen;Zvolen;Zvolen;19.1186567;48.56776967
3460;Banskobystrický;Zvolen;Zvolen;Môťová;19.18035305;48.53629128
3461;Banskobystrický;Zvolen;Zvolenská Slatina;Zvolenská Slatina;19.25966534;48.54931324
3479;Banskobystrický;Zvolen;Železná Breznica;Železná Breznica;19.00826748;48.63588322
3549;Banskobystrický;Zvolen;Lešť (vojenský obvod);Prášková;19.34500998;48.36676698
3550;Banskobystrický;Zvolen;Lešť (vojenský obvod);Turie Pole;19.32340699;48.41332667
70;Banskobystrický;Žarnovica;Hodruša-Hámre;Banská Hodruša;18.82595277;48.46004522
236;Banskobystrický;Žarnovica;Brehy;Brehy;18.6691199;48.39797703
